253.0,1734.0,5.0
330.0,1732.0,5.0
276.0,1391.0,5.0
432.0,6934.0,4.0
207.0,1283.0,3.5
487.0,593.0,2.5
312.0,4878.0,4.0
5.0,596.0,5.0
333.0,3578.0,4.0
139.0,48394.0,1.5
524.0,1231.0,4.0
111.0,170957.0,3.0
335.0,435.0,0.5
177.0,900.0,3.0
608.0,586.0,1.0
599.0,73808.0,3.0
123.0,51540.0,4.0
610.0,2879.0,4.0
242.0,236.0,3.0
198.0,1573.0,4.0
249.0,5995.0,3.5
89.0,86882.0,2.5
517.0,65230.0,2.5
555.0,1694.0,3.0
40.0,110.0,4.0
212.0,46578.0,4.0
160.0,2408.0,1.0
358.0,88163.0,4.0
307.0,5312.0,2.0
448.0,114762.0,1.5
517.0,41566.0,5.0
79.0,3142.0,4.0
586.0,122924.0,4.5
387.0,2989.0,3.5
288.0,2739.0,4.0
119.0,78469.0,3.5
590.0,2085.0,4.0
292.0,68597.0,4.0
20.0,594.0,5.0
477.0,2664.0,4.0
560.0,27815.0,2.5
608.0,1620.0,3.0
28.0,64030.0,3.5
554.0,919.0,5.0
414.0,236.0,3.0
111.0,53993.0,2.0
488.0,1639.0,0.5
274.0,3147.0,3.5
253.0,2155.0,4.0
196.0,457.0,3.5
432.0,5608.0,4.0
219.0,648.0,4.5
84.0,1295.0,5.0
280.0,4447.0,3.5
326.0,3556.0,4.5
305.0,85342.0,4.0
82.0,4084.0,4.0
387.0,1447.0,3.0
288.0,3476.0,4.0
124.0,6377.0,5.0
306.0,65230.0,2.0
313.0,1885.0,5.0
187.0,2858.0,4.0
608.0,4446.0,4.5
24.0,96610.0,3.0
129.0,2105.0,4.0
476.0,314.0,4.0
414.0,5266.0,5.0
484.0,44840.0,4.0
432.0,1036.0,2.0
292.0,2949.0,4.0
247.0,3034.0,3.0
322.0,2599.0,3.5
325.0,1948.0,4.0
561.0,101362.0,2.0
333.0,3624.0,4.0
27.0,595.0,4.0
334.0,1265.0,4.0
610.0,8376.0,3.0
357.0,110.0,4.0
91.0,3810.0,3.0
224.0,260.0,2.0
414.0,46965.0,3.5
292.0,3784.0,2.0
600.0,5128.0,2.5
608.0,3897.0,4.0
242.0,593.0,5.0
414.0,4312.0,4.0
288.0,3507.0,3.5
414.0,3041.0,1.0
599.0,3763.0,3.0
82.0,1690.0,3.5
514.0,1335.0,1.0
356.0,51662.0,3.0
199.0,1779.0,2.0
534.0,60937.0,3.5
280.0,2352.0,4.0
202.0,1212.0,4.0
603.0,2262.0,3.0
578.0,76251.0,4.5
159.0,2858.0,4.0
387.0,6303.0,3.0
487.0,81845.0,4.0
4.0,919.0,5.0
274.0,3624.0,3.5
608.0,4993.0,4.5
393.0,72998.0,0.5
305.0,1036.0,4.0
474.0,2539.0,3.0
387.0,6572.0,3.0
104.0,592.0,3.0
182.0,2606.0,3.0
274.0,69122.0,3.5
274.0,1806.0,3.5
288.0,3635.0,3.0
274.0,7222.0,4.0
274.0,2148.0,4.0
357.0,955.0,3.0
202.0,2194.0,4.0
380.0,96432.0,4.0
143.0,6377.0,4.0
103.0,837.0,3.5
162.0,608.0,5.0
218.0,1307.0,4.0
585.0,2076.0,4.0
137.0,1093.0,4.0
380.0,102033.0,5.0
387.0,1172.0,3.5
19.0,7.0,2.0
82.0,5219.0,3.0
274.0,45081.0,3.5
91.0,5479.0,4.0
274.0,5872.0,3.0
19.0,1347.0,2.0
604.0,292.0,3.0
414.0,1885.0,4.0
84.0,1090.0,4.0
5.0,380.0,2.0
115.0,1407.0,5.0
84.0,1094.0,4.0
332.0,33679.0,2.5
182.0,3033.0,4.0
322.0,1080.0,5.0
534.0,112911.0,4.0
599.0,4587.0,1.5
502.0,4412.0,0.5
428.0,6333.0,2.0
80.0,3527.0,4.0
18.0,1209.0,5.0
57.0,3632.0,4.0
356.0,44195.0,5.0
209.0,1291.0,5.0
194.0,552.0,3.5
336.0,38798.0,3.5
452.0,1722.0,4.0
346.0,1258.0,3.5
318.0,51412.0,3.5
249.0,78209.0,3.5
428.0,5459.0,1.5
226.0,2080.0,3.0
438.0,135.0,3.0
126.0,367.0,5.0
36.0,904.0,3.5
326.0,86882.0,3.0
331.0,106782.0,3.5
482.0,1602.0,1.0
217.0,809.0,2.0
274.0,4896.0,2.0
204.0,86320.0,0.5
325.0,296.0,5.0
599.0,7137.0,2.5
230.0,4034.0,1.0
182.0,6572.0,4.0
604.0,273.0,3.0
448.0,47810.0,1.0
187.0,48043.0,3.5
57.0,3066.0,5.0
305.0,104913.0,3.5
292.0,2376.0,4.0
232.0,5064.0,4.0
551.0,170697.0,4.0
584.0,377.0,5.0
177.0,2227.0,4.0
202.0,912.0,5.0
603.0,2891.0,4.0
368.0,1036.0,4.0
96.0,1721.0,2.0
534.0,5574.0,5.0
422.0,2728.0,5.0
307.0,185.0,2.5
307.0,55245.0,3.0
292.0,8132.0,4.0
95.0,3994.0,3.0
563.0,101612.0,3.0
580.0,37386.0,4.0
428.0,1591.0,3.0
474.0,1748.0,4.0
307.0,208.0,2.5
509.0,112138.0,3.0
239.0,2706.0,4.0
61.0,7438.0,4.0
452.0,880.0,2.0
434.0,1590.0,2.0
510.0,3176.0,1.5
409.0,318.0,4.0
298.0,8528.0,3.0
165.0,1304.0,3.0
380.0,3483.0,4.0
299.0,3499.0,5.0
599.0,1411.0,4.0
590.0,592.0,3.5
99.0,168.0,5.0
495.0,111364.0,3.5
608.0,7090.0,4.0
217.0,157.0,2.0
307.0,1322.0,0.5
470.0,494.0,4.0
391.0,6.0,4.0
606.0,943.0,4.0
94.0,32.0,5.0
308.0,91500.0,3.0
220.0,5218.0,5.0
187.0,2318.0,5.0
103.0,3751.0,4.0
18.0,1276.0,4.0
480.0,3285.0,4.5
182.0,5902.0,4.5
606.0,34405.0,2.5
525.0,159817.0,4.5
551.0,91535.0,3.5
414.0,2379.0,1.0
119.0,4148.0,3.5
224.0,3358.0,5.0
387.0,413.0,1.0
608.0,174.0,1.5
240.0,161.0,4.0
156.0,1060.0,4.0
66.0,4226.0,5.0
294.0,1582.0,1.0
57.0,50.0,5.0
182.0,43396.0,3.5
448.0,3030.0,5.0
494.0,367.0,2.0
19.0,724.0,4.0
288.0,32.0,5.0
553.0,6016.0,5.0
391.0,5325.0,4.0
520.0,1240.0,4.0
274.0,54259.0,3.0
177.0,2720.0,2.0
504.0,3897.0,4.0
603.0,2944.0,4.0
462.0,3038.0,4.5
120.0,1210.0,5.0
417.0,3949.0,4.5
62.0,5254.0,3.0
603.0,2633.0,4.0
587.0,2657.0,5.0
437.0,1204.0,5.0
474.0,2506.0,2.0
563.0,55451.0,3.5
414.0,48161.0,3.0
4.0,3967.0,4.0
438.0,5080.0,1.0
66.0,3421.0,3.5
339.0,1097.0,3.5
326.0,88125.0,2.0
219.0,58559.0,5.0
580.0,34048.0,4.0
370.0,4973.0,4.5
305.0,106918.0,5.0
226.0,661.0,4.0
254.0,40819.0,4.0
391.0,1834.0,3.0
318.0,51174.0,3.5
343.0,48516.0,4.5
599.0,6934.0,3.0
318.0,3408.0,2.5
275.0,708.0,4.0
344.0,5459.0,4.5
89.0,140561.0,4.0
313.0,2161.0,2.0
482.0,5401.0,2.0
305.0,65130.0,3.0
483.0,3994.0,4.5
599.0,143245.0,3.0
64.0,160.0,2.5
230.0,5502.0,4.0
308.0,2762.0,0.5
217.0,919.0,3.0
606.0,60069.0,4.0
318.0,71147.0,3.0
111.0,171251.0,4.0
608.0,4890.0,4.0
181.0,380.0,2.0
422.0,2665.0,1.0
384.0,2908.0,2.0
113.0,1232.0,2.0
474.0,4914.0,3.5
599.0,2642.0,1.5
28.0,1221.0,4.0
474.0,5418.0,3.5
354.0,45720.0,4.5
561.0,6537.0,3.0
567.0,86059.0,1.5
489.0,19.0,2.0
425.0,1222.0,4.0
170.0,736.0,3.0
28.0,6428.0,3.0
78.0,4085.0,3.0
328.0,1136.0,5.0
568.0,2359.0,4.0
521.0,25.0,5.0
354.0,52722.0,4.0
606.0,480.0,2.5
177.0,45950.0,4.0
274.0,60074.0,3.5
294.0,2268.0,3.0
573.0,3578.0,3.5
212.0,122896.0,3.5
453.0,780.0,3.0
28.0,3246.0,2.5
489.0,3984.0,3.0
453.0,608.0,4.0
86.0,2959.0,3.5
34.0,1682.0,2.5
105.0,6301.0,4.5
125.0,135887.0,3.0
